year,Zone Substation,Date,Unit,00:15,00:30,00:45,01:15,01:30,01:45,01:00,02:15,02:30,02:45,02:00,03:15,03:30,03:45,03:00,04:15,04:30,04:45,04:00,05:15,05:30,05:45,05:00,06:15,06:30,06:45,06:00,07:15,07:30,07:45,07:00,08:15,08:30,08:45,08:00,09:15,09:30,09:45,09:00,10:15,10:30,10:45,10:00,11:15,11:30,11:45,11:00,12:15,12:30,12:45,12:00,13:15,13:30,13:45,13:00,14:15,14:30,14:45,14:00,15:15,15:30,15:45,15:00,16:15,16:30,16:45,16:00,17:15,17:30,17:45,17:00,18:15,18:30,18:45,18:00,19:15,19:30,19:45,19:00,20:15,20:30,20:45,20:00,21:15,21:30,21:45,21:00,22:15,22:30,22:45,22:00,23:15,23:30,23:45,23:00,24:00
2025,Punchbowl 33_11kV,2024-05-01,MW,15.704156,15.423099,14.802064,14.410045,13.734175,13.255282,14.425528,12.356629,12.058368,11.830856,12.626934,11.379702,11.3954,11.503994,11.488298,11.55453,11.756882,11.93343,11.534315,12.537907,13.067551,13.395702,12.22954,14.556488,15.386328,16.379812,13.769871,17.063854,17.53092,17.407918,16.763012,18.226145,17.66059,17.946164,17.328353,17.541027,18.172601,16.978054,17.774992,14.61885,13.502792,12.623278,16.938916,14.354136,14.289193,14.070498,13.41011,17.161482,18.000568,18.559672,15.822644,17.450926,15.824149,16.12757,18.366997,14.896036,14.614765,16.455076,16.09897,16.524964,17.473506,17.853911,15.943926,18.616014,19.592294,20.658678,17.13955,22.195139,23.189699,23.935887,21.524644,23.874172,23.346248,23.030784,23.946424,22.665862,22.287176,22.14611,22.89875,22.078158,21.765059,21.506151,22.445876,20.660183,20.112261,19.771853,20.974786,19.080929,18.81987,18.49344,19.291454,18.028309,17.651342,17.456732,17.995192,16.953969
2025,Punchbowl 33_11kV,2024-05-02,MW,16.269712,15.969731,15.440302,15.029575,14.438001,13.779548,15.223327,12.724777,12.361145,12.000738,13.166254,11.935581,11.844834,11.754947,11.922248,11.817953,11.885691,12.267172,11.789568,12.971214,13.426883,13.757614,12.546294,14.808944,15.686523,16.216167,14.14189,17.775637,17.68575,17.675213,17.057834,18.101637,16.921928,15.276657,17.209436,17.992183,17.056543,16.240466,16.505826,17.587907,17.931541,18.029599,17.078477,18.665473,13.84406,11.993211,18.631066,16.413359,17.229435,18.115185,15.197092,13.101528,14.152644,13.603431,14.664437,15.726091,15.353427,15.771464,14.036092,16.864298,18.161634,18.52161,16.622807,20.063662,20.673731,21.379492,19.096628,22.724783,23.150992,23.921695,21.93107,23.904922,23.772457,23.567954,24.182325,22.97896,22.717256,22.863913,23.427748,22.58307,22.395771,21.681192,22.909287,20.98769,20.545782,19.812282,21.55862,18.997495,18.993839,18.599025,19.29468,17.952615,17.553931,17.370716,17.95627,16.922574
2025,Punchbowl 33_11kV,2024-05-03,MW,16.307129,15.99231,15.45772,15.116237,14.48832,13.947494,15.180964,12.903261,12.506941,12.27943,13.400218,11.902249,11.7457,11.683769,12.134707,11.859242,11.883326,12.159007,11.779677,12.717251,13.146686,13.918034,12.359424,14.745938,15.26526,15.45643,14.306181,17.048156,17.734134,18.054544,16.227563,19.103079,18.315602,17.15073,18.54849,17.352008,17.605325,18.129377,17.624464,17.652204,17.670912,18.571715,17.921864,17.757358,17.125141,19.719598,18.443336,19.396608,19.466066,19.213824,20.223652,21.01973,20.462777,19.681106,20.118068,19.43295,19.774434,19.501548,19.364137,18.827183,19.907544,20.418694,19.108455,21.61066,21.995367,23.077018,21.091339,24.357152,25.030011,25.064847,23.695474,24.225332,23.59548,22.963046,24.665948,23.095726,22.940682,21.88032,22.710591,21.68958,21.030913,21.04747,21.415618,20.759316,20.135485,19.709061,21.02403,19.792281,19.43725,19.205222,19.821528,18.476882,18.014116,17.925304,18.912124,17.379747
2025,Punchbowl 33_11kV,2024-05-04,MW,17.01504,16.715919,16.250788,15.568897,15.005492,14.595195,15.977042,13.526232,13.000243,12.652094,13.982976,12.408884,12.118795,12.14847,12.473395,11.98848,11.989555,12.1489,12.044391,12.636826,12.791439,13.323018,12.499845,14.077379,14.149202,14.190275,13.65289,14.606592,15.07968,15.286764,14.170276,16.998697,17.531351,17.862728,15.641795,18.210018,17.888532,18.609777,18.059704,19.747768,17.836708,17.948744,19.293174,17.952615,17.867029,19.011687,19.149097,14.685943,16.140042,18.100132,16.059832,20.581909,15.807806,16.939992,20.573523,19.199631,19.560684,19.168021,19.149527,18.370867,18.807184,20.496753,18.967388,21.07091,21.446585,22.296638,20.868342,22.990572,23.491614,23.455919,22.983261,22.84327,22.930145,22.169765,23.064547,21.437768,21.327238,21.404866,22.056653,20.985754,20.648357,20.647926,20.952423,20.024094,19.695084,19.383276,20.422779,19.116196,19.168236,19.098778,19.167591,18.706975,18.516234,18.590208,18.811914,18.03734
2025,Punchbowl 33_11kV,2024-05-05,MW,17.533502,17.209437,16.769464,16.23251,15.6962,15.137525,16.415079,13.919325,13.316352,12.938097,14.381015,12.457912,12.19793,11.890207,12.713379,11.757312,11.593237,11.770429,11.754302,12.206961,12.372327,12.326523,11.978158,12.918528,13.285601,13.524726,12.539198,13.910508,14.399078,14.293064,13.588593,15.896832,16.09768,16.205845,14.923131,17.139333,16.9344,17.667042,16.693555,18.887824,19.553802,20.059792,18.450862,19.91765,19.989904,19.613585,20.21032,19.953132,19.56434,20.246446,19.844108,18.333451,16.700867,18.037556,19.573801,17.381684,19.117057,18.924596,17.741445,19.517891,20.720825,20.190966,19.004805,20.084522,20.206019,21.089833,19.508859,22.944338,23.839119,24.039968,21.966982,23.783854,23.356355,23.146691,24.011152,23.121316,22.797466,22.697258,23.138735,22.509312,22.252984,21.8257,22.724782,21.096285,20.651797,20.386868,21.387018,19.62283,19.636808,19.275971,19.781315,18.582466,18.115185,18.082284,18.618378,17.365126
2025,Punchbowl 33_11kV,2024-05-06,MW,16.77441,16.544532,16.0508,15.666309,14.908724,14.27199,15.739638,13.417636,13.015512,12.465224,13.748152,12.206316,11.898809,11.865047,12.196854,12.183521,12.03923,12.186962,11.943322,13.068196,13.322373,13.778473,12.554466,15.0528,15.790603,16.55206,14.290699,17.145999,17.686611,17.84961,17.146,17.981216,17.848965,15.944571,17.867889,15.521803,14.91711,14.475418,16.913542,13.589883,14.438216,14.960978,14.073294,13.275495,12.632525,13.227326,13.083678,16.948592,16.539372,13.542144,15.467398,15.153654,15.648676,14.177372,15.833181,15.813826,17.019986,17.628549,14.932162,18.928466,18.797507,17.725533,18.253026,19.419618,21.136712,21.87559,18.06336,23.212494,24.04771,24.582083,22.476196,24.464671,24.176733,23.698483,24.584448,23.168195,22.658766,22.162668,23.440865,22.073426,21.966336,21.583996,22.305454,20.691794,20.346441,19.889266,21.207675,19.002871,18.655796,18.414306,19.092326,17.891328,17.487483,17.453507,17.987451,17.037405
2025,Punchbowl 33_11kV,2024-05-07,MW,16.454431,16.151654,15.615344,14.893455,14.337147,13.78858,15.16032,12.977019,12.65747,12.300073,13.35549,12.12116,11.96289,11.83064,12.001813,11.817739,11.912141,12.203735,11.815802,12.854016,13.144536,13.762775,12.444365,15.017103,15.997256,16.936981,14.027919,17.658655,18.017772,18.320334,17.313516,18.045297,16.701298,17.773272,18.316678,17.327493,18.164215,18.680741,17.270507,19.151247,17.931111,17.12256,19.271885,15.556854,16.235304,13.005834,16.439163,14.89023,15.634268,15.384393,14.021038,16.971817,15.808666,15.456645,14.963128,14.418647,15.418798,17.41996,14.428539,18.51258,18.330441,18.43065,18.099487,20.544707,20.898663,21.433252,19.913349,22.478778,23.318723,24.186624,22.158152,23.900621,23.56989,23.463016,24.438007,22.988636,22.887568,22.880901,23.578491,22.420501,21.87215,21.497764,22.734459,20.82598,20.291175,19.980442,20.897373,19.327795,18.992549,18.7345,19.638098,18.047017,17.79628,17.41566,18.128302,16.98687
2025,Punchbowl 33_11kV,2024-05-08,MW,16.539587,15.943496,15.474494,15.10613,14.470687,13.929216,15.064197,13.001103,12.574249,12.216208,13.355704,12.209972,12.247389,12.06267,12.037724,12.135137,12.236206,12.375767,11.929774,13.106473,13.405378,13.833954,12.608655,15.13645,16.058972,16.74323,14.19307,17.903156,18.375814,18.374094,17.299322,18.517524,18.603111,17.715856,18.230876,17.008158,16.359598,15.55922,16.495504,14.64315,15.589541,18.504408,14.348759,18.33259,16.899349,17.215672,18.686976,15.753615,14.072217,16.022631,17.344696,19.178343,18.475807,17.495225,18.068736,18.686547,18.262917,18.041212,17.327709,18.836214,19.310376,19.526493,18.547846,20.565566,21.672377,22.431899,19.5695,23.654186,24.426394,24.839701,23.007346,24.319949,23.646014,23.495701,24.62423,22.935306,22.743276,22.429318,23.362591,22.372762,22.054504,21.573028,22.527591,20.797379,20.544922,20.10796,21.169183,19.499613,19.357041,18.938788,19.770348,18.493656,17.965302,17.57995,18.402908,17.140624
2025,Punchbowl 33_11kV,2024-05-09,MW,16.791184,16.431422,15.762002,15.260314,14.391767,13.959106,15.458796,13.099807,12.76972,12.348028,13.640848,11.954934,11.875369,11.888916,12.196424,11.999232,12.059228,12.209971,11.835802,12.787138,13.27915,13.75783,12.479846,14.871951,15.712973,16.308419,14.097593,17.345127,17.421251,18.125077,17.128366,18.41581,18.46269,17.991966,17.934121,17.065791,16.549048,16.738499,17.058048,16.969451,16.568187,16.053596,16.566251,19.00373,18.934702,17.997344,17.902941,14.422948,15.310203,15.34762,15.96844,15.251927,15.033662,14.34833,15.703942,16.522384,16.749251,17.607474,14.130064,18.202921,19.102648,19.803034,17.845954,20.299776,21.272402,22.142454,19.901952,23.371838,23.815466,24.344248,22.798756,24.368548,24.277802,24.025775,24.506604,23.785361,23.416996,23.474626,23.869226,23.38345,22.791875,22.505872,23.562578,21.194558,20.646851,20.301497,21.793659,19.263714,19.131464,18.737941,19.523912,18.11755,17.809183,17.713491,18.130668,17.28255
2025,Punchbowl 33_11kV,2024-05-10,MW,16.596142,16.319171,15.82974,15.42783,14.680781,14.144257,15.388263,13.143244,12.894659,12.521349,13.611818,12.288891,11.981599,11.900959,12.305019,11.853865,11.862466,12.082022,11.883541,12.952935,13.306675,14.101678,12.41899,15.180534,15.607174,16.092734,14.378219,17.458452,17.923583,18.430434,16.590766,19.158989,19.191245,18.457743,18.923951,17.848536,17.564468,17.936702,18.375383,15.060326,16.463463,16.227134,17.95756,17.925735,17.573284,18.178407,16.798494,17.839073,19.27296,17.972613,17.917778,16.046715,14.880123,15.815332,14.767012,17.856492,16.951819,18.562038,16.562381,17.751767,18.450648,19.29769,18.344633,20.414607,21.09865,21.908491,19.991839,23.191849,23.740633,23.603006,22.700698,23.409469,22.9295,22.249544,23.678915,21.986121,21.434112,21.081448,22.110198,20.85759,20.055492,20.40278,20.949197,19.988614,19.667773,19.692073,20.754371,19.175548,19.183718,19.168666,19.313172,18.308075,17.970463,17.672418,18.793636,17.468991
2025,Punchbowl 33_11kV,2024-05-11,MW,17.198254,16.595283,16.092519,15.624161,14.75454,14.246401,15.688673,13.083464,12.753593,12.540917,13.791591,12.055143,11.916011,11.798385,12.274483,11.788278,11.786773,11.849565,11.648072,12.349318,12.458127,12.894229,12.085678,13.384735,13.928572,14.394563,13.019597,14.918615,15.094948,15.849094,14.438646,17.640162,18.242273,18.680525,16.621732,19.395534,19.199417,19.646915,19.028675,20.817808,20.834796,21.278423,20.583628,21.138862,21.368526,21.987841,21.034138,22.22675,22.059449,21.811938,22.523075,21.985475,22.583286,22.538343,21.66098,21.405942,21.197783,21.53604,21.885051,21.388954,21.627648,21.353472,21.276704,21.7399,22.056438,22.455768,21.547653,23.388826,24.003196,24.275651,23.066266,23.991798,23.232921,22.836604,24.305541,22.190838,21.728502,21.335839,22.235136,20.957799,20.820173,20.689644,21.065105,20.761251,20.808561,20.555244,20.536535,20.225802,19.958078,19.685191,20.222147,18.943304,18.832128,18.371943,19.249092,18.140129
2025,Punchbowl 33_11kV,2024-05-12,MW,17.97713,17.540598,16.96042,16.165847,15.435141,14.81002,16.562166,13.596334,13.234852,12.880896,14.154578,12.367165,12.033424,11.849779,12.509092,11.858811,11.98848,12.068905,11.818384,12.340931,12.523929,12.666716,12.1732,13.354629,13.611387,13.621709,13.044112,13.804923,14.08426,14.598206,13.487954,15.303752,16.096174,16.506256,14.983773,18.137979,19.082434,19.26823,16.697856,20.270961,20.000011,19.973346,19.374029,17.394586,17.461678,15.356436,18.772347,16.697212,17.324913,16.859566,15.070648,18.853202,19.802389,18.584618,16.935045,16.927304,16.906015,16.212941,18.278616,19.88819,20.07506,20.248812,19.203288,20.821248,20.985754,21.255414,20.524923,22.219654,22.837248,23.483443,21.761404,23.428609,23.109058,22.751233,23.46366,22.366742,22.150626,21.816238,22.642637,21.961605,21.567652,21.727426,21.830001,20.707708,20.657603,20.26752,21.308959,19.974851,19.812926,19.259628,19.847332,18.503762,17.98014,17.87047,18.722458,17.395876
2025,Punchbowl 33_11kV,2024-05-13,MW,17.006869,16.647107,15.978547,15.6433,14.947646,14.395207,15.647601,13.403873,12.850791,12.493179,13.716972,12.09815,11.96289,11.779246,12.203091,12.026327,12.090194,12.125461,11.724411,13.030564,13.341941,13.968354,12.461784,15.206125,15.966075,16.85333,14.419507,17.747467,18.244853,18.704825,17.372437,18.247864,17.33717,17.564037,18.925886,17.734779,17.402112,16.487332,18.343557,17.347492,15.738777,15.02076,17.609841,13.895455,14.226402,14.450473,13.86664,15.297086,15.541586,14.464451,15.07237,17.016115,15.42568,16.555285,14.910229,15.924788,15.459872,16.401962,17.749832,17.029878,18.532147,19.345214,17.553715,20.488367,21.362719,22.017516,19.80583,23.223676,23.819551,24.340593,22.556622,24.439512,24.133294,23.81482,24.357152,23.369688,23.025408,22.618984,23.640208,22.461143,22.325238,22.164604,22.615542,21.228104,20.845978,20.405576,21.698826,19.250166,19.119421,18.819226,19.443487,18.328074,18.002504,17.594143,18.345062,16.898058
2025,Punchbowl 33_11kV,2024-05-14,MW,16.393145,16.028652,15.572982,15.312354,14.546381,14.079528,15.348695,13.244314,12.760474,12.640267,13.607732,12.215132,12.14804,12.058368,12.322868,12.099226,12.347381,12.375122,12.089335,13.203457,13.566874,14.133289,12.74499,15.562445,16.440454,17.374157,14.741207,18.131098,18.616013,18.802023,17.850471,17.84703,17.250079,16.383898,18.325064,15.322675,15.000116,14.657342,15.75211,13.795676,13.27657,13.152922,14.235862,13.050132,12.66005,12.528015,13.272914,12.647577,12.786064,13.061315,12.719832,13.860188,14.028136,13.917388,13.578271,15.087422,15.634699,15.439012,14.383166,15.664374,16.417014,17.459099,15.50718,19.409726,20.025385,21.032203,18.418392,22.432759,23.30152,23.877181,21.889782,23.878257,23.385815,23.100887,23.84213,22.290186,22.211698,21.93623,22.604144,21.741404,21.756672,21.428091,22.048481,20.171182,19.84217,19.488,20.661904,18.880943,18.757724,18.535373,19.115981,17.937992,17.52662,17.33502,18.050673,16.977839
2025,Punchbowl 33_11kV,2024-05-15,MW,16.360889,15.915756,15.409767,14.876252,14.18748,13.723207,15.023985,12.914872,12.429742,12.30674,13.338502,11.972137,11.898593,11.820534,12.034499,12.158792,12.187822,12.38867,11.792364,13.173781,13.78944,14.112215,12.711445,15.283108,16.424325,17.31244,14.43069,18.463335,18.886534,19.295324,17.882941,19.411661,19.251457,17.982935,19.101358,15.493202,15.111076,15.009792,15.731896,14.46187,13.80901,13.54107,14.609387,13.064326,13.604721,14.298656,13.346243,13.052283,13.006909,13.057014,13.643213,13.947925,13.803633,14.284678,13.095936,14.186188,14.954742,15.267625,14.247476,15.675772,16.716135,17.647474,15.519867,19.207373,19.96496,20.606853,18.523116,22.368891,23.404524,23.78149,21.438842,23.399793,23.040246,22.504367,23.774178,22.028914,21.721406,21.387664,22.393836,21.471529,21.438842,21.276702,21.459917,20.274616,19.80884,19.403059,20.701256,19.02975,18.859438,18.571284,19.035986,17.842944,17.744672,17.395231,18.149807,16.918057
2025,Punchbowl 33_11kV,2024-05-16,MW,16.270786,15.966076,15.445033,14.952592,14.364672,13.83761,15.114516,12.833587,12.508877,12.255345,13.174426,12.114709,11.942246,11.842038,12.077292,12.152341,12.348457,12.412324,11.74957,13.176146,13.697834,14.293708,12.781548,15.034952,16.328633,17.411574,14.72895,18.393876,19.003515,19.017493,17.803377,19.513376,18.507417,17.269217,19.376395,15.116238,15.50847,14.815181,16.034673,17.483612,16.721726,17.199114,15.667385,16.975473,17.233521,16.7714,16.481526,15.971237,14.980547,14.097592,15.743079,14.3808,14.230272,14.738627,13.761915,16.760863,16.401746,15.601582,15.586744,17.534792,18.363556,18.238188,16.504966,20.090543,20.9621,22.199224,19.22135,22.93251,23.343022,23.478712,22.857892,23.371193,23.4056,23.57548,23.334636,23.666013,23.487529,23.080244,23.789015,22.0945,21.735383,21.680978,22.371256,20.855869,20.386868,19.91378,21.23219,19.303926,19.347794,18.939218,19.726264,17.98272,17.63371,17.432433,18.493225,16.991816
2025,Punchbowl 33_11kV,2024-05-17,MW,16.520878,16.084132,15.511695,14.992374,14.453698,13.916313,15.05151,12.853586,12.488233,12.11858,13.300654,12.043744,11.785912,11.849779,11.972567,12.238357,12.318352,12.360929,11.880315,13.161739,13.700199,14.479503,12.675318,15.53664,15.910165,16.364974,15.046994,18.083358,18.367642,18.450647,17.213307,18.088519,17.63543,16.804516,18.157548,15.572337,15.603948,15.221822,15.912745,14.796042,14.490901,14.010931,14.93926,13.563218,13.512899,13.660416,13.549456,14.102753,14.29758,14.619925,13.732025,14.868296,15.190211,15.568466,14.913669,15.846944,15.8635,16.030372,15.949302,16.147999,16.932464,17.714136,16.111012,19.393383,20.13226,21.013279,18.929112,22.134712,22.912727,23.046481,21.655388,22.513828,22.292552,21.949134,22.84628,21.586145,21.04919,20.510515,21.790864,20.134841,20.124089,19.958078,20.015279,19.879588,19.556168,19.02459,19.908402,18.825247,18.68418,18.430218,18.432369,17.833053,17.858642,17.471354,18.11497,17.001707
2025,Punchbowl 33_11kV,2024-05-18,MW,16.804301,16.42239,16.082196,15.585669,15.021404,14.482084,15.770174,13.411184,13.010564,12.688436,13.95244,12.332544,12.113848,12.125676,12.400712,12.254484,12.349963,12.36695,12.046326,12.87466,13.056799,13.481073,12.476837,14.023619,14.458,15.05151,13.678049,15.789742,16.334439,16.025211,15.411702,17.653064,18.404198,16.691405,16.195738,15.286979,16.119184,16.681298,15.087851,16.005427,15.968441,16.673772,16.343686,16.234661,15.214295,16.470129,18.369577,20.908339,20.521912,20.646851,19.880663,20.889416,21.613456,18.771056,19.953776,20.45482,20.494173,19.499183,19.359621,20.712438,21.657754,23.037236,20.535031,23.907072,24.140391,24.398655,23.310982,25.589116,26.512713,27.018486,25.041193,26.887312,26.031022,25.903289,27.250084,25.223977,24.894106,24.307047,25.604384,23.902986,23.874602,23.789445,24.062546,23.478928,23.075942,22.694246,23.539138,22.256855,21.883761,21.624208,22.422222,20.765122,20.615455,20.32128,21.047685,20.063878
2025,Punchbowl 33_11kV,2024-05-19,MW,19.75852,19.211889,18.596014,17.701018,16.903004,16.31702,18.091316,15.312138,14.850447,14.690243,15.730607,14.157159,13.81073,13.607086,14.483374,13.390756,13.433764,13.400433,13.458708,13.796106,14.180383,14.70766,13.497201,15.117313,15.853609,16.425186,14.910659,16.945797,16.875694,17.236317,16.610334,17.633066,17.707254,17.604895,17.394586,18.096047,18.49731,18.178406,17.654139,17.844449,17.295023,16.917198,17.873695,16.476796,16.793119,15.435356,17.186642,15.703726,15.731896,15.420949,15.499438,15.559434,15.671686,15.717918,15.643515,16.165417,16.333149,16.694631,15.90952,17.414585,18.073252,18.880727,16.947517,20.272896,21.079726,21.798175,19.536385,23.752888,24.877548,25.822863,22.947134,26.347562,26.048441,25.990596,26.397235,26.279609,25.771684,25.558364,26.387988,25.447189,25.297306,25.220322,25.671045,24.414352,24.042118,23.797401,24.683366,22.615327,22.500711,22.153851,22.939822,20.948336,20.558684,20.37762,21.334549,19.516386
2025,Punchbowl 33_11kV,2024-05-20,MW,19.040288,18.620099,18.0911,17.508772,16.830106,16.145849,17.784884,14.924636,14.586808,14.454128,15.443958,14.010286,13.752669,13.70966,14.1363,13.84234,14.015447,14.21866,13.621924,15.137741,15.709532,16.298527,14.509824,17.455227,18.803313,19.935929,16.703017,21.465939,22.106328,22.202235,20.632874,22.094285,21.584856,20.129035,22.082458,19.229307,19.83572,17.960786,19.530578,19.265864,18.088089,16.941066,18.328505,16.747961,17.428348,18.343343,17.459743,19.186944,20.634809,20.827915,19.171677,18.180127,18.338397,19.327795,19.753144,21.193913,20.77566,20.389878,19.170386,19.728415,19.787552,20.179569,20.233759,22.701344,23.807939,24.749598,21.487443,26.346701,27.745536,28.674079,25.514712,28.448287,28.394312,28.430009,28.695798,27.772416,27.591352,27.156326,28.373239,26.74044,26.514862,26.246278,27.072891,25.198818,24.443812,23.964918,25.679218,22.718331,22.285026,21.971068,23.167119,20.966185,20.494603,20.01958,21.26122,19.369299
2025,Punchbowl 33_11kV,2024-05-21,MW,18.743102,18.314742,17.644892,16.996761,16.360028,15.616205,17.219974,14.579712,14.138235,13.866424,14.868296,13.484728,13.24969,13.233347,13.518705,13.350758,13.558272,13.695683,13.222381,14.754755,15.306763,15.812751,14.002545,16.891177,17.776067,19.104368,16.199178,20.255908,20.813507,20.967691,19.726694,21.028117,19.897652,19.749058,20.438907,19.235759,18.442476,16.862792,19.558104,15.798344,15.687813,16.432282,16.103486,16.220468,14.455204,14.036736,16.608184,15.000975,14.70207,14.690458,14.22124,14.287043,14.428539,14.656912,14.241025,15.442453,15.777056,15.706092,15.172148,16.087358,17.236316,18.41538,15.986074,20.948552,21.926554,23.070782,19.713577,25.262254,26.501315,26.755492,24.410481,26.801941,26.31767,26.429706,27.109663,26.169723,25.976833,25.971457,26.430782,25.551698,25.179895,24.784006,25.899418,23.957822,23.174432,22.757684,24.29608,22.060524,21.841183,21.281864,22.195999,20.398481,20.067748,19.83529,20.548793,19.129314
2025,Punchbowl 33_11kV,2024-05-22,MW,18.520751,18.190233,17.393941,16.852256,16.089723,15.562015,17.081702,14.472622,14.189629,13.850942,14.91926,13.567089,13.339792,13.263452,13.586873,13.538918,13.76127,14.153503,13.274419,15.209349,15.685233,16.354007,14.446817,17.322333,18.435379,19.456173,16.648612,21.166172,22.019666,21.867203,20.437187,21.41175,20.59266,19.729274,21.792799,18.269369,17.831118,17.31158,18.761812,16.290141,15.871028,15.314503,16.71893,14.713467,14.086196,13.982977,14.911949,14.036952,13.785139,14.054369,14.055659,14.255432,14.561864,15.126559,14.255862,15.666524,16.147784,16.242617,15.404821,16.74409,17.640376,18.740522,16.429917,20.929844,22.029343,23.071856,19.920876,24.876258,26.133596,26.883871,23.844496,26.597223,26.360894,26.263481,27.073966,26.614641,26.424976,26.417234,26.430136,26.154026,25.788458,25.266555,26.500671,24.733686,24.54402,23.914814,25.096888,22.806498,22.49039,22.091275,23.266253,21.057362,20.640614,20.243865,21.379492,19.751639
2025,Punchbowl 33_11kV,2024-05-23,MW,18.903307,18.392156,17.934121,17.260616,16.532706,15.906294,17.511352,14.876252,14.339082,14.102108,15.278592,13.826427,13.627515,13.546875,13.931581,14.093507,14.184469,14.480148,13.674394,15.382887,15.926078,16.492923,14.762926,17.852622,18.68074,19.945821,17.14944,21.377342,22.181591,22.654034,20.894792,21.848494,20.956939,19.99915,22.099231,18.60311,17.860363,17.63242,19.018353,16.702802,16.262185,15.571907,17.081918,14.845287,14.610893,14.384886,15.119248,14.218015,14.235863,14.396928,13.988997,14.737766,14.830449,14.956247,14.566165,15.302246,15.986074,16.399165,14.904422,16.758714,17.596293,18.633432,16.44927,20.877158,21.742695,22.882622,19.652291,25.068718,26.322831,27.059774,23.933738,26.620016,26.748611,26.745601,26.789039,26.519594,26.732483,27.089664,26.719152,26.606255,26.325197,25.931244,26.852046,25.414718,24.743147,24.119747,25.932105,22.928855,22.615973,22.343947,23.188409,21.070264,20.661473,20.449659,21.564426,19.738307
2025,Punchbowl 33_11kV,2024-05-24,MW,19.077919,18.816215,17.995192,17.307924,16.83075,16.132731,17.576725,15.077745,14.620355,14.224251,15.555349,13.936743,13.772452,13.76256,14.02878,14.014803,14.195221,14.397358,13.918034,15.346974,15.762862,16.307128,14.710026,17.7937,18.935562,20.206665,16.979129,21.198428,21.857957,22.331905,20.727061,21.971498,21.009408,20.07936,21.994722,18.889974,18.696438,18.227221,19.395532,16.824086,16.191652,15.773184,17.484903,15.651901,15.230638,15.083121,15.995321,15.724586,15.422669,16.12628,15.37106,16.429916,16.945367,16.61528,16.36949,16.653128,16.831395,16.134666,16.688825,18.026374,18.611067,19.734652,16.883651,20.985754,21.861182,23.012506,20.826624,24.956467,25.817487,26.069945,24.128134,26.080912,25.879634,25.507614,26.264556,24.957543,24.301026,23.984272,25.438372,23.961907,23.708375,23.673108,23.876322,22.891439,22.314701,21.877739,23.361516,21.627864,21.63453,21.404437,21.630874,20.615455,20.461056,20.279132,20.843828,19.560254
2025,Punchbowl 33_11kV,2024-05-25,MW,19.352525,18.751488,18.22249,17.553715,16.66818,16.1323,17.797141,15.052155,14.742928,14.51434,15.710393,14.046628,13.741056,13.660416,14.253711,13.487954,13.594399,13.527307,13.456343,14.050284,14.301666,14.916895,13.526662,15.864146,16.404113,17.027298,15.235154,17.258896,17.894985,18.404414,17.113099,19.788196,18.909973,18.847396,18.852988,18.460754,18.775142,19.271884,18.127872,20.591586,20.084522,19.598745,20.304722,19.40134,19.865396,19.740887,18.836214,20.199997,19.599606,18.852127,20.469227,18.951476,19.163291,19.417038,18.918144,20.086456,20.354182,20.26537,19.587134,20.460841,20.8806,21.367021,20.319774,22.503721,23.469036,24.115015,21.761188,24.971305,25.658358,25.792759,24.780136,25.385688,25.005496,24.800134,25.85168,24.098674,23.819336,23.730954,24.417148,23.350334,23.117015,22.920469,23.46237,22.817035,22.340721,22.030419,22.747792,21.779036,21.537116,21.397556,21.760328,20.825765,20.556749,20.272252,21.173698,20.072479
2025,Punchbowl 33_11kV,2024-05-26,MW,19.54219,19.157053,18.497956,17.984656,17.075252,16.571412,18.333021,15.432776,15.00076,14.549821,15.905219,13.919325,13.504512,13.380004,14.211994,13.275065,13.305385,13.556552,13.30474,13.95416,14.048778,14.48402,13.692027,15.341599,15.58524,15.883069,14.83776,15.955753,16.402176,16.743445,15.858556,17.388995,17.300398,17.072885,16.844299,17.720801,17.943153,17.789184,17.06536,17.311365,16.936981,16.50088,17.571563,16.114453,15.864791,16.004568,16.407337,15.754906,15.907154,15.933388,15.713832,16.039619,16.078756,16.083057,15.994031,16.001771,16.537221,16.921283,16.086282,17.607906,17.876705,18.6573,17.25782,20.017214,20.695019,21.580554,19.248445,23.134218,24.373924,24.775404,22.49426,24.67154,24.762502,24.755835,24.980767,24.427469,24.178022,24.226192,24.541225,24.175658,23.9232,23.187979,24.279522,22.896815,22.631025,22.026118,23.09164,21.496904,21.305734,20.78297,21.647862,19.942595,19.469078,19.507569,20.064308,19.058566
