PGE_Temp,PGE_Solar,SCE_Temp,SCE_Solar,SDGE_Temp,SDGE_Solar,VEA_Temp,VEA_Solar,Date,HR
15.9,0.0,18.5,0.0,18.3,0.0,26.6,0.0,2025-07-09,4
15.5,0.0,18.3,0.0,18.1,0.0,26.0,0.0,2025-07-09,5
14.7,0.0,16.9,0.0,17.4,0.0,26.6,5.0,2025-07-09,6
15.0,61.0,18.0,66.0,18.6,59.0,28.5,102.0,2025-07-09,7
16.4,223.0,20.0,231.0,19.9,182.0,31.1,289.0,2025-07-09,8
18.7,416.0,22.5,435.0,21.6,395.0,33.5,490.0,2025-07-09,9
21.4,603.0,25.5,626.0,23.1,623.0,35.2,675.0,2025-07-09,10
24.4,764.0,28.8,785.0,24.2,789.0,36.7,825.0,2025-07-09,11
27.4,883.0,32.0,899.0,24.7,897.0,38.0,927.0,2025-07-09,12
30.2,951.0,33.9,959.0,24.9,959.0,39.0,976.0,2025-07-09,13
32.4,964.0,34.4,957.0,25.0,954.0,39.6,965.0,2025-07-09,14
34.0,919.0,34.0,894.0,24.8,890.0,40.0,894.0,2025-07-09,15
35.0,818.0,32.9,774.0,24.7,770.0,40.2,771.0,2025-07-09,16
35.5,673.0,31.6,618.0,24.1,605.0,39.9,607.0,2025-07-09,17
34.6,494.0,29.9,429.0,22.8,412.0,39.9,418.0,2025-07-09,18
34.3,299.0,26.7,229.0,21.8,209.0,39.2,220.0,2025-07-09,19
33.3,117.0,23.7,59.0,20.6,45.0,37.0,53.0,2025-07-09,20
29.8,8.0,21.9,0.0,20.3,0.0,35.5,0.0,2025-07-09,21
26.3,0.0,21.0,0.0,20.1,0.0,34.0,0.0,2025-07-09,22
24.7,0.0,20.4,0.0,19.7,0.0,32.0,0.0,2025-07-09,23
23.7,0.0,20.3,0.0,19.3,0.0,30.1,0.0,2025-07-10,0
22.8,0.0,20.1,0.0,18.9,0.0,28.6,0.0,2025-07-10,1
21.9,0.0,19.6,0.0,18.4,0.0,27.8,0.0,2025-07-10,2
21.1,0.0,18.9,0.0,18.2,0.0,27.0,0.0,2025-07-10,3
20.2,0.0,18.3,0.0,18.2,0.0,26.2,0.0,2025-07-10,4
19.2,0.0,17.7,0.0,17.9,0.0,25.3,0.0,2025-07-10,5
17.5,0.0,16.7,0.0,18.1,0.0,25.3,5.0,2025-07-10,6
18.0,60.0,17.7,68.0,18.2,41.0,26.3,111.0,2025-07-10,7
20.1,223.0,19.9,244.0,19.1,157.0,28.8,307.0,2025-07-10,8
23.3,416.0,23.1,453.0,20.8,371.0,30.5,516.0,2025-07-10,9
26.6,604.0,26.4,651.0,22.9,608.0,32.6,709.0,2025-07-10,10
29.9,765.0,29.5,816.0,24.5,788.0,35.0,864.0,2025-07-10,11
33.0,884.0,32.2,933.0,25.4,920.0,37.1,972.0,2025-07-10,12
35.7,952.0,33.7,988.0,25.7,978.0,38.2,1023.0,2025-07-10,13
37.8,965.0,34.1,986.0,25.5,974.0,39.1,1012.0,2025-07-10,14
39.4,918.0,33.9,922.0,24.8,907.0,39.7,941.0,2025-07-10,15
40.3,817.0,33.1,803.0,24.0,785.0,39.9,816.0,2025-07-10,16
39.6,671.0,32.1,640.0,23.4,616.0,39.8,646.0,2025-07-10,17
39.8,495.0,29.6,441.0,22.0,415.0,39.2,445.0,2025-07-10,18
37.7,297.0,27.6,236.0,21.4,212.0,38.6,234.0,2025-07-10,19
34.6,115.0,25.4,61.0,20.4,45.0,36.1,55.0,2025-07-10,20
33.0,8.0,23.5,0.0,19.8,0.0,34.3,0.0,2025-07-10,21
31.0,0.0,22.1,0.0,19.4,0.0,32.1,0.0,2025-07-10,22
29.3,0.0,21.0,0.0,18.9,0.0,30.2,0.0,2025-07-10,23
27.8,0.0,20.3,0.0,18.5,0.0,29.0,0.0,2025-07-11,0
26.4,0.0,19.8,0.0,18.2,0.0,27.7,0.0,2025-07-11,1
25.2,0.0,19.2,0.0,17.8,0.0,26.9,0.0,2025-07-11,2
23.9,0.0,18.5,0.0,17.6,0.0,26.6,0.0,2025-07-11,3
22.7,0.0,17.9,0.0,17.6,0.0,25.9,0.0,2025-07-11,4
21.5,0.0,17.5,0.0,17.8,0.0,25.7,0.0,2025-07-11,5
20.3,0.0,16.6,0.0,17.4,0.0,26.5,4.0,2025-07-11,6
20.0,58.0,17.2,53.0,17.6,23.0,27.2,108.0,2025-07-11,7
21.3,219.0,18.4,185.0,18.2,100.0,29.4,301.0,2025-07-11,8
23.8,410.0,20.4,389.0,19.0,209.0,31.3,509.0,2025-07-11,9
27.0,595.0,22.9,601.0,20.8,499.0,33.0,700.0,2025-07-11,10
30.3,755.0,25.7,779.0,21.7,725.0,34.6,856.0,2025-07-11,11
33.7,874.0,28.2,911.0,22.0,883.0,36.2,964.0,2025-07-11,12
36.7,942.0,29.9,972.0,22.2,955.0,37.6,1012.0,2025-07-11,13
38.9,953.0,30.4,973.0,22.2,945.0,38.7,999.0,2025-07-11,14
40.3,907.0,30.2,912.0,22.1,895.0,39.5,927.0,2025-07-11,15
40.6,807.0,29.9,795.0,21.8,775.0,39.9,801.0,2025-07-11,16
40.4,662.0,29.0,632.0,21.2,601.0,39.6,631.0,2025-07-11,17
39.3,483.0,26.3,431.0,20.1,401.0,39.4,432.0,2025-07-11,18
37.5,291.0,24.5,231.0,19.0,198.0,38.8,226.0,2025-07-11,19
34.9,112.0,22.4,58.0,18.2,40.0,36.6,53.0,2025-07-11,20
31.2,8.0,20.7,0.0,17.9,0.0,34.8,0.0,2025-07-11,21
28.4,0.0,19.7,0.0,17.8,0.0,32.6,0.0,2025-07-11,22
26.2,0.0,19.0,0.0,17.5,0.0,30.9,0.0,2025-07-11,23
24.0,0.0,18.4,0.0,17.1,0.0,29.2,0.0,2025-07-12,0
22.5,0.0,18.0,0.0,16.7,0.0,28.1,0.0,2025-07-12,1
21.1,0.0,17.5,0.0,16.5,0.0,27.8,0.0,2025-07-12,2
19.8,0.0,17.1,0.0,16.2,0.0,27.5,0.0,2025-07-12,3
18.9,0.0,16.9,0.0,16.5,0.0,26.6,0.0,2025-07-12,4
18.0,0.0,16.9,0.0,16.8,0.0,25.9,0.0,2025-07-12,5
17.1,0.0,17.4,0.0,17.2,0.0,27.2,4.0,2025-07-12,6
17.1,56.0,17.6,39.0,17.6,36.0,27.7,104.0,2025-07-12,7
18.6,215.0,18.5,133.0,18.3,128.0,29.8,294.0,2025-07-12,8
21.0,405.0,20.1,307.0,19.6,313.0,31.7,499.0,2025-07-12,9
24.2,589.0,22.3,503.0,20.8,523.0,33.5,688.0,2025-07-12,10
27.7,748.0,24.5,760.0,21.8,723.0,35.5,840.0,2025-07-12,11
31.2,866.0,26.8,891.0,22.4,870.0,37.3,944.0,2025-07-12,12
34.1,935.0,28.8,960.0,22.5,956.0,38.8,993.0,2025-07-12,13
36.2,948.0,29.5,962.0,22.5,958.0,39.9,982.0,2025-07-12,14
37.0,904.0,29.4,903.0,22.3,895.0,40.4,912.0,2025-07-12,15
36.5,807.0,28.9,787.0,22.1,780.0,40.5,789.0,2025-07-12,16
35.3,664.0,27.4,625.0,21.7,615.0,40.2,621.0,2025-07-12,17
35.3,486.0,25.5,431.0,20.4,416.0,39.6,426.0,2025-07-12,18
32.6,293.0,23.3,229.0,19.7,212.0,38.8,220.0,2025-07-12,19
28.7,113.0,21.2,58.0,18.8,44.0,36.3,51.0,2025-07-12,20
25.2,8.0,19.7,0.0,18.5,0.0,34.4,0.0,2025-07-12,21
22.7,0.0,18.8,0.0,18.3,0.0,32.9,0.0,2025-07-12,22
21.3,0.0,18.1,0.0,18.0,0.0,31.7,0.0,2025-07-12,23
19.6,0.0,17.7,0.0,17.5,0.0,30.5,0.0,2025-07-13,0
18.6,0.0,17.4,0.0,17.1,0.0,29.5,0.0,2025-07-13,1
17.6,0.0,17.1,0.0,16.8,0.0,28.6,0.0,2025-07-13,2
16.8,0.0,17.0,0.0,16.5,0.0,28.2,0.0,2025-07-13,3
16.3,0.0,16.7,0.0,17.1,0.0,27.3,0.0,2025-07-13,4
16.1,0.0,16.6,0.0,17.3,0.0,26.9,0.0,2025-07-13,5
16.2,0.0,16.7,0.0,17.7,0.0,27.8,4.0,2025-07-13,6
16.5,55.0,16.9,23.0,18.3,31.0,28.8,99.0,2025-07-13,7
17.8,213.0,17.4,103.0,19.0,110.0,31.1,284.0,2025-07-13,8
20.3,404.0,19.1,297.0,20.0,219.0,33.0,485.0,2025-07-13,9
23.3,589.0,21.7,516.0,21.4,441.0,34.5,675.0,2025-07-13,10
26.4,748.0,24.7,757.0,22.2,709.0,36.2,829.0,2025-07-13,11
29.5,866.0,27.1,895.0,22.6,887.0,38.0,935.0,2025-07-13,12
32.2,933.0,28.1,958.0,23.0,949.0,39.6,985.0,2025-07-13,13
34.4,945.0,28.1,960.0,23.0,954.0,40.7,965.0,2025-07-13,14
35.9,901.0,27.7,900.0,22.8,898.0,41.1,881.0,2025-07-13,15
36.5,804.0,27.0,783.0,22.5,777.0,41.1,782.0,2025-07-13,16
35.8,662.0,25.8,622.0,22.2,612.0,41.1,586.0,2025-07-13,17
35.8,485.0,24.1,429.0,21.0,414.0,40.8,363.0,2025-07-13,18
33.3,293.0,22.5,228.0,20.3,210.0,40.2,173.0,2025-07-13,19
29.9,112.0,20.6,57.0,19.4,44.0,37.8,41.0,2025-07-13,20
26.8,7.0,18.9,0.0,18.9,0.0,36.0,0.0,2025-07-13,21
24.2,0.0,18.4,0.0,18.7,0.0,34.8,0.0,2025-07-13,22
22.2,0.0,18.2,0.0,18.7,0.0,33.2,0.0,2025-07-13,23
20.8,0.0,18.0,0.0,18.6,0.0,32.1,0.0,2025-07-14,0
19.6,0.0,17.6,0.0,18.6,0.0,30.9,0.0,2025-07-14,1
18.5,0.0,17.4,0.0,18.6,0.0,29.8,0.0,2025-07-14,2
17.7,0.0,17.3,0.0,18.6,0.0,28.9,0.0,2025-07-14,3
17.1,0.0,17.1,0.0,18.5,0.0,28.2,0.0,2025-07-14,4
16.5,0.0,16.9,0.0,18.4,0.0,27.6,0.0,2025-07-14,5
16.1,0.0,17.0,0.0,18.2,0.0,30.0,2.0,2025-07-14,6
16.4,55.0,17.0,23.0,18.6,24.0,30.4,67.0,2025-07-14,7
17.9,216.0,17.6,111.0,19.5,116.0,32.3,190.0,2025-07-14,8
20.4,409.0,18.7,223.0,20.1,189.0,34.2,358.0,2025-07-14,9
23.8,597.0,20.7,417.0,21.2,349.0,36.2,652.0,2025-07-14,10
27.2,758.0,23.6,702.0,22.2,547.0,38.0,821.0,2025-07-14,11
30.6,880.0,26.5,849.0,23.0,726.0,39.6,921.0,2025-07-14,12
33.9,950.0,28.4,916.0,23.0,853.0,41.2,978.0,2025-07-14,13
36.6,963.0,29.0,944.0,22.9,941.0,42.0,964.0,2025-07-14,14
38.3,918.0,28.1,894.0,22.6,873.0,42.3,895.0,2025-07-14,15
38.7,818.0,26.8,779.0,22.1,754.0,42.2,775.0,2025-07-14,16
38.0,671.0,25.2,614.0,21.5,583.0,42.2,618.0,2025-07-14,17
37.4,492.0,23.9,423.0,20.4,388.0,41.5,413.0,2025-07-14,18
34.6,295.0,22.0,224.0,19.6,201.0,40.6,211.0,2025-07-14,19
30.8,112.0,19.9,55.0,18.7,42.0,37.9,48.0,2025-07-14,20
27.1,7.0,18.7,0.0,18.5,0.0,36.2,0.0,2025-07-14,21
24.5,0.0,18.1,0.0,18.3,0.0,35.1,0.0,2025-07-14,22
22.3,0.0,17.7,0.0,18.0,0.0,33.9,0.0,2025-07-14,23
20.2,0.0,17.3,0.0,17.9,0.0,33.1,0.0,2025-07-15,0
18.8,0.0,16.9,0.0,17.6,0.0,31.8,0.0,2025-07-15,1
17.8,0.0,16.6,0.0,17.4,0.0,30.5,0.0,2025-07-15,2
17.1,0.0,16.3,0.0,17.2,0.0,29.7,0.0,2025-07-15,3
16.0,0.0,16.1,0.0,17.1,0.0,28.7,0.0,2025-07-15,4
15.1,0.0,15.8,0.0,16.7,0.0,27.9,0.0,2025-07-15,5
14.7,0.0,15.6,0.0,17.3,0.0,27.6,3.0,2025-07-15,6
15.0,53.0,16.5,51.0,18.2,56.0,29.6,95.0,2025-07-15,7
16.3,205.0,18.0,184.0,19.6,230.0,32.6,280.0,2025-07-15,8
18.4,399.0,20.1,352.0,21.0,399.0,35.0,482.0,2025-07-15,9
21.0,588.0,22.0,535.0,22.0,570.0,36.3,670.0,2025-07-15,10
24.1,748.0,24.4,749.0,22.6,774.0,37.9,826.0,2025-07-15,11
27.3,871.0,26.7,891.0,22.9,900.0,38.7,933.0,2025-07-15,12
29.8,939.0,28.4,951.0,23.0,960.0,39.2,981.0,2025-07-15,13
31.5,951.0,28.6,956.0,22.8,955.0,39.6,974.0,2025-07-15,14
32.3,907.0,28.3,899.0,22.6,879.0,39.6,889.0,2025-07-15,15
31.8,808.0,27.6,785.0,22.1,753.0,39.7,771.0,2025-07-15,16
30.1,664.0,26.3,624.0,21.8,591.0,39.8,615.0,2025-07-15,17
29.8,486.0,25.0,432.0,20.6,402.0,39.4,419.0,2025-07-15,18
26.9,291.0,23.1,228.0,19.6,203.0,38.5,216.0,2025-07-15,19
23.5,110.0,20.9,56.0,18.9,41.0,36.6,49.0,2025-07-15,20
20.7,7.0,19.6,0.0,18.8,0.0,35.3,0.0,2025-07-15,21
18.6,0.0,18.9,0.0,18.7,0.0,33.6,0.0,2025-07-15,22
17.5,0.0,18.4,0.0,18.5,0.0,32.0,0.0,2025-07-15,23
16.5,0.0,18.1,0.0,18.2,0.0,30.9,0.0,2025-07-16,0
15.9,0.0,17.8,0.0,17.9,0.0,29.9,0.0,2025-07-16,1
15.4,0.0,17.4,0.0,17.7,0.0,29.0,0.0,2025-07-16,2
15.1,0.0,16.9,0.0,17.3,0.0,28.5,0.0,2025-07-16,3
14.6,0.0,16.5,0.0,17.0,0.0,27.9,0.0,2025-07-16,4
14.3,0.0,16.0,0.0,16.7,0.0,27.1,0.0,2025-07-16,5
14.7,0.0,16.5,0.0,17.0,0.0,26.1,3.0,2025-07-16,6
15.1,51.0,16.8,58.0,18.1,60.0,27.9,94.0,2025-07-16,7
16.6,206.0,18.4,231.0,19.6,224.0,30.4,278.0,2025-07-16,8
18.7,399.0,20.7,425.0,21.0,425.0,32.5,478.0,2025-07-16,9
21.2,590.0,22.7,581.0,22.1,591.0,33.6,668.0,2025-07-16,10
23.7,749.0,25.0,778.0,22.9,746.0,34.7,823.0,2025-07-16,11
25.8,867.0,27.0,895.0,23.3,896.0,35.4,930.0,2025-07-16,12
27.6,935.0,28.1,953.0,23.4,950.0,36.2,981.0,2025-07-16,13
29.1,946.0,28.7,953.0,23.3,946.0,36.8,973.0,2025-07-16,14
29.9,900.0,28.8,894.0,23.0,881.0,37.2,903.0,2025-07-16,15
30.0,802.0,28.0,776.0,22.5,759.0,37.4,775.0,2025-07-16,16
29.3,657.0,26.5,614.0,22.1,593.0,37.2,619.0,2025-07-16,17
28.0,479.0,24.4,384.0,20.8,399.0,36.5,418.0,2025-07-16,18
26.0,286.0,23.1,210.0,20.0,199.0,35.7,213.0,2025-07-16,19
23.4,107.0,21.5,53.0,19.2,40.0,34.4,47.0,2025-07-16,20
20.8,6.0,20.3,0.0,19.0,0.0,32.9,0.0,2025-07-16,21
18.8,0.0,19.7,0.0,18.8,0.0,32.0,0.0,2025-07-16,22
17.3,0.0,19.1,0.0,18.6,0.0,31.3,0.0,2025-07-16,23
16.4,0.0,18.6,0.0,18.5,0.0,30.2,0.0,2025-07-17,0
15.7,0.0,18.3,0.0,18.3,0.0,29.5,0.0,2025-07-17,1
15.2,0.0,18.0,0.0,18.0,0.0,28.8,0.0,2025-07-17,2
14.9,0.0,17.5,0.0,17.9,0.0,27.9,0.0,2025-07-17,3
14.6,0.0,17.2,0.0,17.6,0.0,26.8,0.0,2025-07-17,4
14.3,0.0,16.8,0.0,17.3,0.0,26.0,0.0,2025-07-17,5
14.1,0.0,17.2,0.0,17.7,0.0,26.0,3.0,2025-07-17,6
14.5,49.0,17.8,48.0,18.6,52.0,27.9,90.0,2025-07-17,7
16.0,205.0,19.1,177.0,19.9,211.0,30.0,274.0,2025-07-17,8
18.2,397.0,21.2,370.0,21.5,415.0,31.4,457.0,2025-07-17,9
20.9,587.0,23.7,585.0,23.1,605.0,32.7,655.0,2025-07-17,10
23.9,746.0,26.1,774.0,23.7,767.0,34.2,811.0,2025-07-17,11
26.8,865.0,28.2,904.0,23.5,882.0,35.5,920.0,2025-07-17,12
29.4,935.0,29.1,955.0,23.5,929.0,36.1,966.0,2025-07-17,13
31.3,948.0,28.9,946.0,23.9,919.0,36.9,965.0,2025-07-17,14
32.7,904.0,28.2,883.0,23.3,778.0,37.4,868.0,2025-07-17,15
33.4,807.0,27.5,767.0,22.9,746.0,37.1,768.0,2025-07-17,16
32.9,663.0,26.4,606.0,22.3,538.0,36.7,601.0,2025-07-17,17
32.4,485.0,25.2,414.0,21.5,356.0,36.7,208.0,2025-07-17,18
30.8,290.0,23.2,209.0,20.6,181.0,32.5,134.0,2025-07-17,19
27.6,108.0,21.1,51.0,19.8,38.0,32.4,42.0,2025-07-17,20
24.3,6.0,20.3,0.0,19.4,0.0,32.3,0.0,2025-07-17,21
21.7,0.0,19.6,0.0,19.3,0.0,31.5,0.0,2025-07-17,22
19.9,0.0,19.3,0.0,19.2,0.0,30.2,0.0,2025-07-17,23
18.6,0.0,18.8,0.0,19.2,0.0,29.7,0.0,2025-07-18,0
17.5,0.0,18.4,0.0,19.1,0.0,29.1,0.0,2025-07-18,1
16.7,0.0,17.9,0.0,18.9,0.0,28.9,0.0,2025-07-18,2
16.2,0.0,17.7,0.0,18.6,0.0,28.7,0.0,2025-07-18,3
15.8,0.0,17.6,0.0,18.6,0.0,27.9,0.0,2025-07-18,4
15.3,0.0,17.4,0.0,18.8,0.0,26.7,0.0,2025-07-18,5
15.1,0.0,17.6,0.0,18.4,0.0,26.7,1.0,2025-07-18,6
15.4,49.0,18.3,52.0,19.0,55.0,27.0,35.0,2025-07-18,7
16.8,209.0,20.3,219.0,20.2,199.0,28.3,144.0,2025-07-18,8
19.1,402.0,21.8,371.0,21.2,282.0,29.2,303.0,2025-07-18,9
22.1,590.0,24.3,560.0,21.5,322.0,29.5,413.0,2025-07-18,10
25.6,752.0,26.2,762.0,22.2,472.0,30.0,484.0,2025-07-18,11
28.9,873.0,27.3,853.0,23.1,768.0,30.8,635.0,2025-07-18,12
31.9,943.0,28.2,932.0,23.0,879.0,31.9,558.0,2025-07-18,13
34.1,956.0,28.3,862.0,23.4,844.0,33.5,882.0,2025-07-18,14
35.6,910.0,27.9,776.0,23.2,757.0,34.3,792.0,2025-07-18,15
36.0,812.0,28.2,762.0,23.0,668.0,35.3,674.0,2025-07-18,16
35.5,666.0,27.2,530.0,22.4,528.0,34.6,466.0,2025-07-18,17
34.2,485.0,26.3,401.0,21.4,335.0,33.3,401.0,2025-07-18,18
32.4,290.0,23.8,210.0,20.5,180.0,33.2,200.0,2025-07-18,19
29.2,108.0,21.4,50.0,19.5,33.0,32.3,42.0,2025-07-18,20
25.7,6.0,20.0,0.0,19.4,0.0,30.8,0.0,2025-07-18,21
22.9,0.0,19.5,0.0,19.3,0.0,29.1,0.0,2025-07-18,22
21.0,0.0,19.5,0.0,19.2,0.0,28.6,0.0,2025-07-18,23
19.2,0.0,19.2,0.0,19.0,0.0,28.5,0.0,2025-07-19,0
18.0,0.0,18.7,0.0,18.8,0.0,27.7,0.0,2025-07-19,1
17.0,0.0,18.5,0.0,18.7,0.0,27.0,0.0,2025-07-19,2
16.0,0.0,18.5,0.0,18.7,0.0,26.3,0.0,2025-07-19,3
15.2,0.0,18.4,0.0,18.7,0.0,25.9,0.0,2025-07-19,4
14.3,0.0,18.4,0.0,18.8,0.0,25.6,0.0,2025-07-19,5
13.9,0.0,18.6,0.0,18.9,0.0,25.4,2.0,2025-07-19,6
14.2,39.0,18.8,23.0,19.2,28.0,27.1,86.0,2025-07-19,7
15.2,156.0,19.2,89.0,19.7,97.0,29.4,266.0,2025-07-19,8
17.4,376.0,20.2,191.0,20.4,191.0,31.6,467.0,2025-07-19,9
20.3,586.0,21.6,315.0,21.2,299.0,33.3,654.0,2025-07-19,10
23.7,755.0,24.0,569.0,22.7,512.0,34.8,807.0,2025-07-19,11
27.3,878.0,26.3,797.0,23.4,650.0,35.8,914.0,2025-07-19,12
30.7,949.0,28.3,937.0,23.7,886.0,36.6,965.0,2025-07-19,13
33.5,962.0,28.4,947.0,23.1,915.0,37.2,929.0,2025-07-19,14
35.4,917.0,27.9,868.0,22.8,820.0,37.4,723.0,2025-07-19,15
36.1,817.0,27.9,739.0,22.5,662.0,37.9,626.0,2025-07-19,16
35.5,670.0,27.1,588.0,21.4,498.0,37.1,530.0,2025-07-19,17
34.4,487.0,25.0,399.0,20.2,388.0,37.4,371.0,2025-07-19,18
32.1,291.0,22.9,208.0,19.4,152.0,37.1,183.0,2025-07-19,19
28.0,108.0,21.2,47.0,19.0,24.0,35.9,38.0,2025-07-19,20
24.3,5.0,20.4,0.0,18.9,0.0,33.3,0.0,2025-07-19,21
21.8,0.0,19.9,0.0,18.8,0.0,31.7,0.0,2025-07-19,22
19.6,0.0,19.5,0.0,18.6,0.0,31.2,0.0,2025-07-19,23
18.1,0.0,19.3,0.0,18.2,0.0,30.3,0.0,2025-07-20,0
16.8,0.0,19.2,0.0,17.9,0.0,29.5,0.0,2025-07-20,1
15.9,0.0,19.0,0.0,17.6,0.0,28.1,0.0,2025-07-20,2
15.2,0.0,18.9,0.0,17.4,0.0,27.3,0.0,2025-07-20,3
14.3,0.0,18.9,0.0,17.6,0.0,26.6,0.0,2025-07-20,4
13.7,0.0,18.8,0.0,17.7,0.0,26.0,0.0,2025-07-20,5
13.6,0.0,18.8,0.0,17.9,0.0,26.4,2.0,2025-07-20,6
14.0,41.0,18.9,19.0,18.2,32.0,28.1,89.0,2025-07-20,7
15.5,178.0,19.3,78.0,18.9,113.0,30.8,278.0,2025-07-20,8
17.8,385.0,20.1,161.0,19.5,211.0,33.2,487.0,2025-07-20,9
20.7,590.0,21.5,307.0,20.6,344.0,34.8,681.0,2025-07-20,10
23.9,756.0,23.9,553.0,21.6,489.0,35.9,842.0,2025-07-20,11
27.1,878.0,26.2,829.0,22.1,687.0,37.0,952.0,2025-07-20,12
30.1,947.0,28.1,923.0,22.2,841.0,38.1,1004.0,2025-07-20,13
32.4,960.0,28.1,922.0,22.2,879.0,39.0,991.0,2025-07-20,14
34.0,914.0,27.1,869.0,22.0,845.0,38.9,917.0,2025-07-20,15
34.7,814.0,26.4,758.0,21.6,749.0,38.2,788.0,2025-07-20,16
33.7,667.0,26.0,596.0,21.2,587.0,38.0,618.0,2025-07-20,17
30.4,481.0,24.4,396.0,19.7,332.0,37.2,417.0,2025-07-20,18
27.1,284.0,22.7,211.0,19.1,101.0,36.3,213.0,2025-07-20,19
23.5,103.0,21.1,49.0,18.8,18.0,33.9,44.0,2025-07-20,20
20.6,5.0,20.3,0.0,18.5,0.0,32.8,0.0,2025-07-20,21
18.4,0.0,19.8,0.0,18.3,0.0,31.7,0.0,2025-07-20,22
16.9,0.0,19.5,0.0,18.2,0.0,31.2,0.0,2025-07-20,23
16.1,0.0,19.2,0.0,18.0,0.0,30.8,0.0,2025-07-21,0
15.7,0.0,19.0,0.0,17.9,0.0,29.8,0.0,2025-07-21,1
15.5,0.0,18.9,0.0,17.8,0.0,28.7,0.0,2025-07-21,2
15.4,0.0,18.8,0.0,17.8,0.0,28.0,0.0,2025-07-21,3
15.3,0.0,18.7,0.0,17.7,0.0,27.7,0.0,2025-07-21,4
15.2,0.0,18.6,0.0,17.7,0.0,27.3,0.0,2025-07-21,5
15.1,0.0,19.2,0.0,17.4,0.0,26.9,2.0,2025-07-21,6
15.5,43.0,19.5,16.0,18.0,32.0,28.4,87.0,2025-07-21,7
16.7,194.0,20.1,89.0,18.8,139.0,30.3,273.0,2025-07-21,8
18.4,345.0,20.6,142.0,19.8,271.0,31.6,477.0,2025-07-21,9
20.2,530.0,21.9,331.0,21.2,490.0,33.1,664.0,2025-07-21,10
22.0,701.0,23.7,549.0,21.9,679.0,34.4,817.0,2025-07-21,11
24.0,830.0,24.8,699.0,22.3,843.0,35.2,921.0,2025-07-21,12
25.9,919.0,26.5,839.0,22.1,853.0,35.9,973.0,2025-07-21,13
27.3,938.0,27.5,888.0,22.2,946.0,36.2,968.0,2025-07-21,14
28.3,893.0,27.8,897.0,22.0,874.0,36.5,901.0,2025-07-21,15
28.3,792.0,27.3,785.0,21.7,751.0,36.5,779.0,2025-07-21,16
27.5,647.0,26.4,623.0,21.2,595.0,36.2,611.0,2025-07-21,17
26.1,469.0,24.5,426.0,20.6,393.0,35.7,418.0,2025-07-21,18
24.0,273.0,22.5,220.0,20.1,176.0,35.1,212.0,2025-07-21,19
21.8,96.0,20.7,50.0,19.4,34.0,33.6,43.0,2025-07-21,20
19.8,4.0,19.8,0.0,19.2,0.0,32.4,0.0,2025-07-21,21
18.0,0.0,19.5,0.0,19.0,0.0,31.0,0.0,2025-07-21,22
16.8,0.0,19.6,0.0,18.9,0.0,29.4,0.0,2025-07-21,23
15.6,0.0,19.5,0.0,18.7,0.0,28.0,0.0,2025-07-22,0
15.1,0.0,19.3,0.0,18.6,0.0,27.0,0.0,2025-07-22,1
15.0,0.0,19.2,0.0,18.3,0.0,26.2,0.0,2025-07-22,2
15.0,0.0,19.4,0.0,17.9,0.0,25.6,0.0,2025-07-22,3
14.9,0.0,19.4,0.0,17.6,0.0,24.8,0.0,2025-07-22,4
14.7,0.0,19.4,0.0,17.1,0.0,24.1,0.0,2025-07-22,5
15.3,0.0,19.9,0.0,17.6,0.0,23.6,2.0,2025-07-22,6
15.4,22.0,20.1,17.0,18.4,38.0,25.2,87.0,2025-07-22,7
16.0,106.0,20.6,98.0,19.5,138.0,27.3,276.0,2025-07-22,8
17.3,233.0,21.4,182.0,20.7,287.0,28.9,486.0,2025-07-22,9
18.9,408.0,22.2,240.0,22.3,507.0,30.4,681.0,2025-07-22,10
21.5,665.0,23.4,364.0,23.3,748.0,31.8,840.0,2025-07-22,11
23.8,804.0,25.3,690.0,23.0,905.0,32.9,950.0,2025-07-22,12
25.5,813.0,26.7,875.0,23.2,964.0,33.7,1000.0,2025-07-22,13
26.8,777.0,27.3,952.0,23.3,966.0,34.2,991.0,2025-07-22,14
28.0,762.0,26.9,898.0,22.9,900.0,34.4,921.0,2025-07-22,15
28.3,667.0,26.0,781.0,22.5,776.0,34.3,795.0,2025-07-22,16
28.0,566.0,24.9,617.0,22.1,607.0,33.9,624.0,2025-07-22,17
25.8,338.0,23.7,423.0,21.3,406.0,33.3,425.0,2025-07-22,18
24.4,216.0,22.1,219.0,20.5,190.0,32.5,216.0,2025-07-22,19
22.4,63.0,20.2,49.0,19.7,34.0,30.6,44.0,2025-07-22,20
20.4,3.0,19.3,0.0,19.5,0.0,29.5,0.0,2025-07-22,21
18.9,0.0,18.9,0.0,19.2,0.0,28.8,0.0,2025-07-22,22
17.8,0.0,18.7,0.0,19.0,0.0,27.2,0.0,2025-07-22,23
16.8,0.0,18.6,0.0,18.9,0.0,25.9,0.0,2025-07-23,0
16.0,0.0,18.4,0.0,18.8,0.0,24.8,0.0,2025-07-23,1
15.4,0.0,18.0,0.0,18.5,0.0,23.9,0.0,2025-07-23,2
15.0,0.0,18.1,0.0,18.5,0.0,23.0,0.0,2025-07-23,3
14.7,0.0,17.9,0.0,18.3,0.0,22.4,0.0,2025-07-23,4
14.5,0.0,17.9,0.0,18.1,0.0,21.8,0.0,2025-07-23,5
14.3,0.0,18.5,0.0,17.9,0.0,21.9,1.0,2025-07-23,6
