PGE_Temp,PGE_Solar,SCE_Temp,SCE_Solar,SDGE_Temp,SDGE_Solar,VEA_Temp,VEA_Solar,Date,HR
7.2,0.0,9.8,0.0,9.5,0.0,7.3,0.0,2025-01-01,0
6.3,0.0,9.2,0.0,8.9,0.0,7.3,0.0,2025-01-01,1
5.5,0.0,9.3,0.0,8.8,0.0,7.1,0.0,2025-01-01,2
5.5,0.0,9.3,0.0,8.1,0.0,6.9,0.0,2025-01-01,3
5.2,0.0,9.6,0.0,7.3,0.0,6.8,0.0,2025-01-01,4
5.1,0.0,9.0,0.0,7.1,0.0,6.8,0.0,2025-01-01,5
5.1,0.0,9.4,0.0,8.6,0.0,5.7,0.0,2025-01-01,6
4.8,0.0,9.4,0.0,8.2,0.0,4.8,0.0,2025-01-01,7
4.8,0.0,8.9,0.0,7.1,0.0,4.8,0.0,2025-01-01,8
5.0,6.0,10.2,55.0,8.7,73.0,5.8,63.0,2025-01-01,9
5.5,37.0,11.9,212.0,11.7,239.0,7.7,224.0,2025-01-01,10
6.4,99.0,13.9,372.0,13.8,401.0,8.9,373.0,2025-01-01,11
8.3,268.0,16.4,492.0,15.3,520.0,10.5,478.0,2025-01-01,12
9.8,312.0,18.4,552.0,16.2,578.0,12.3,529.0,2025-01-01,13
10.1,182.0,19.7,542.0,16.6,569.0,13.1,517.0,2025-01-01,14
10.0,69.0,20.1,476.0,16.5,497.0,14.1,443.0,2025-01-01,15
10.1,53.0,20.0,358.0,15.9,371.0,14.2,318.0,2025-01-01,16
10.0,27.0,19.0,199.0,14.9,203.0,13.7,157.0,2025-01-01,17
10.5,5.0,16.3,42.0,13.3,42.0,11.9,19.0,2025-01-01,18
10.1,0.0,15.1,0.0,12.6,0.0,11.8,0.0,2025-01-01,19
9.4,0.0,13.9,0.0,12.3,0.0,11.5,0.0,2025-01-01,20
9.5,0.0,12.8,0.0,11.6,0.0,11.4,0.0,2025-01-01,21
8.9,0.0,12.4,0.0,11.1,0.0,10.7,0.0,2025-01-01,22
8.2,0.0,12.1,0.0,10.6,0.0,10.4,0.0,2025-01-01,23
8.2,0.0,12.1,0.0,9.8,0.0,9.9,0.0,2025-01-02,0
8.0,0.0,12.2,0.0,9.2,0.0,9.4,0.0,2025-01-02,1
8.0,0.0,12.3,0.0,8.9,0.0,9.1,0.0,2025-01-02,2
7.9,0.0,12.2,0.0,8.9,0.0,8.7,0.0,2025-01-02,3
7.8,0.0,11.7,0.0,8.3,0.0,8.2,0.0,2025-01-02,4
7.3,0.0,11.2,0.0,7.5,0.0,7.4,0.0,2025-01-02,5
7.4,0.0,10.4,0.0,6.2,0.0,6.4,0.0,2025-01-02,6
7.5,0.0,10.1,0.0,6.1,0.0,6.1,0.0,2025-01-02,7
7.2,0.0,9.8,0.0,6.5,0.0,5.9,0.0,2025-01-02,8
7.0,11.0,11.1,56.0,9.3,79.0,7.2,57.0,2025-01-02,9
8.2,116.0,14.1,220.0,12.9,256.0,9.3,199.0,2025-01-02,10
9.6,251.0,17.2,379.0,16.6,419.0,11.2,344.0,2025-01-02,11
11.0,329.0,20.2,497.0,19.1,535.0,12.9,467.0,2025-01-02,12
12.2,378.0,22.5,558.0,20.9,593.0,14.5,520.0,2025-01-02,13
12.9,362.0,24.3,557.0,21.2,585.0,15.6,513.0,2025-01-02,14
13.2,281.0,25.4,492.0,20.3,511.0,16.3,441.0,2025-01-02,15
13.4,237.0,25.6,370.0,18.9,380.0,16.5,316.0,2025-01-02,16
13.0,147.0,24.0,207.0,16.8,210.0,16.0,156.0,2025-01-02,17
11.6,34.0,19.6,45.0,14.8,44.0,15.0,20.0,2025-01-02,18
10.9,0.0,17.5,0.0,13.2,0.0,14.4,0.0,2025-01-02,19
10.7,0.0,16.3,0.0,12.7,0.0,13.7,0.0,2025-01-02,20
9.9,0.0,14.9,0.0,12.0,0.0,12.7,0.0,2025-01-02,21
9.4,0.0,14.0,0.0,12.1,0.0,11.9,0.0,2025-01-02,22
8.8,0.0,13.6,0.0,12.1,0.0,11.3,0.0,2025-01-02,23
8.2,0.0,13.2,0.0,12.5,0.0,10.7,0.0,2025-01-03,0
7.8,0.0,13.0,0.0,12.2,0.0,10.0,0.0,2025-01-03,1
8.1,0.0,12.8,0.0,11.9,0.0,9.8,0.0,2025-01-03,2
8.3,0.0,12.7,0.0,11.4,0.0,9.9,0.0,2025-01-03,3
8.5,0.0,12.8,0.0,10.9,0.0,10.0,0.0,2025-01-03,4
8.6,0.0,12.5,0.0,10.9,0.0,9.8,0.0,2025-01-03,5
9.0,0.0,10.2,0.0,9.6,0.0,8.8,0.0,2025-01-03,6
9.1,0.0,10.3,0.0,9.9,0.0,8.2,0.0,2025-01-03,7
9.0,0.0,9.5,0.0,9.4,0.0,8.1,0.0,2025-01-03,8
8.8,3.0,10.3,43.0,11.0,75.0,9.4,62.0,2025-01-03,9
9.0,14.0,12.3,157.0,13.5,240.0,12.3,174.0,2025-01-03,10
9.3,18.0,14.0,247.0,16.0,404.0,15.6,311.0,2025-01-03,11
9.6,33.0,16.0,324.0,17.7,517.0,17.9,414.0,2025-01-03,12
11.0,92.0,18.2,444.0,18.3,581.0,19.1,449.0,2025-01-03,13
11.0,64.0,19.3,492.0,17.2,548.0,20.1,464.0,2025-01-03,14
11.1,55.0,18.9,411.0,16.4,495.0,20.1,286.0,2025-01-03,15
12.7,213.0,19.1,349.0,14.7,187.0,19.3,188.0,2025-01-03,16
12.6,150.0,18.4,205.0,14.6,112.0,17.3,101.0,2025-01-03,17
11.0,36.0,15.8,44.0,13.1,42.0,15.7,20.0,2025-01-03,18
10.5,0.0,14.5,0.0,12.6,0.0,14.1,0.0,2025-01-03,19
9.7,0.0,12.4,0.0,11.8,0.0,13.1,0.0,2025-01-03,20
9.3,0.0,11.5,0.0,12.0,0.0,12.5,0.0,2025-01-03,21
9.0,0.0,10.8,0.0,11.9,0.0,11.4,0.0,2025-01-03,22
8.7,0.0,10.5,0.0,11.0,0.0,11.9,0.0,2025-01-03,23
8.3,0.0,10.7,0.0,9.9,0.0,11.8,0.0,2025-01-04,0
7.8,0.0,11.3,0.0,10.0,0.0,11.6,0.0,2025-01-04,1
7.5,0.0,10.9,0.0,9.2,0.0,10.4,0.0,2025-01-04,2
7.3,0.0,10.0,0.0,8.2,0.0,8.9,0.0,2025-01-04,3
7.0,0.0,9.4,0.0,9.5,0.0,8.0,0.0,2025-01-04,4
6.4,0.0,8.2,0.0,10.2,0.0,7.2,0.0,2025-01-04,5
5.5,0.0,9.9,0.0,8.4,0.0,6.6,0.0,2025-01-04,6
4.9,0.0,10.2,0.0,7.9,0.0,6.4,0.0,2025-01-04,7
4.5,0.0,10.1,0.0,7.9,0.0,6.5,0.0,2025-01-04,8
5.3,10.0,10.0,35.0,9.2,68.0,7.5,65.0,2025-01-04,9
6.6,96.0,10.4,130.0,12.2,223.0,11.2,232.0,2025-01-04,10
7.7,208.0,11.0,275.0,14.6,398.0,12.9,387.0,2025-01-04,11
8.8,268.0,11.8,394.0,15.9,514.0,14.0,496.0,2025-01-04,12
10.3,339.0,13.2,455.0,16.6,574.0,14.9,547.0,2025-01-04,13
11.7,402.0,15.6,521.0,17.0,563.0,15.2,535.0,2025-01-04,14
12.3,394.0,17.1,477.0,16.5,497.0,15.5,460.0,2025-01-04,15
12.4,300.0,17.3,342.0,15.8,371.0,15.5,331.0,2025-01-04,16
12.0,160.0,16.1,194.0,15.0,208.0,14.6,166.0,2025-01-04,17
10.2,38.0,14.4,30.0,13.2,45.0,12.3,23.0,2025-01-04,18
9.6,0.0,13.2,0.0,12.7,0.0,10.7,0.0,2025-01-04,19
8.9,0.0,12.6,0.0,12.5,0.0,9.5,0.0,2025-01-04,20
8.5,0.0,12.2,0.0,12.1,0.0,8.5,0.0,2025-01-04,21
7.9,0.0,11.6,0.0,11.7,0.0,7.9,0.0,2025-01-04,22
7.5,0.0,11.0,0.0,11.4,0.0,7.7,0.0,2025-01-04,23
7.1,0.0,10.3,0.0,10.7,0.0,7.4,0.0,2025-01-05,0
7.0,0.0,9.5,0.0,10.5,0.0,7.1,0.0,2025-01-05,1
6.6,0.0,8.9,0.0,10.5,0.0,6.5,0.0,2025-01-05,2
6.2,0.0,8.3,0.0,10.2,0.0,6.2,0.0,2025-01-05,3
5.7,0.0,7.8,0.0,9.3,0.0,5.8,0.0,2025-01-05,4
5.3,0.0,7.1,0.0,8.9,0.0,5.3,0.0,2025-01-05,5
4.2,0.0,8.2,0.0,8.3,0.0,4.6,0.0,2025-01-05,6
4.2,0.0,7.2,0.0,7.8,0.0,4.2,0.0,2025-01-05,7
3.8,0.0,6.6,0.0,7.7,0.0,4.2,0.0,2025-01-05,8
4.0,8.0,8.5,53.0,9.1,74.0,5.6,56.0,2025-01-05,9
5.7,69.0,12.7,211.0,12.6,245.0,7.4,212.0,2025-01-05,10
7.2,176.0,16.4,363.0,16.8,404.0,9.1,366.0,2025-01-05,11
8.9,285.0,19.4,475.0,19.3,518.0,10.3,477.0,2025-01-05,12
10.8,428.0,21.9,538.0,20.4,573.0,11.2,530.0,2025-01-05,13
12.3,457.0,23.4,542.0,20.6,563.0,12.2,520.0,2025-01-05,14
13.4,414.0,24.1,478.0,20.4,496.0,13.2,449.0,2025-01-05,15
13.8,296.0,24.1,362.0,19.6,375.0,13.5,326.0,2025-01-05,16
13.3,129.0,22.6,205.0,18.1,210.0,12.9,165.0,2025-01-05,17
11.6,43.0,18.5,44.0,17.7,47.0,11.8,24.0,2025-01-05,18
10.9,0.0,17.3,0.0,16.3,0.0,10.5,0.0,2025-01-05,19
9.9,0.0,16.5,0.0,15.8,0.0,9.3,0.0,2025-01-05,20
9.4,0.0,15.7,0.0,14.8,0.0,8.3,0.0,2025-01-05,21
8.8,0.0,14.4,0.0,14.0,0.0,7.9,0.0,2025-01-05,22
8.2,0.0,13.4,0.0,13.4,0.0,7.9,0.0,2025-01-05,23
7.6,0.0,12.4,0.0,12.6,0.0,7.7,0.0,2025-01-06,0
7.3,0.0,11.4,0.0,11.8,0.0,7.4,0.0,2025-01-06,1
6.8,0.0,10.7,0.0,10.9,0.0,7.0,0.0,2025-01-06,2
6.7,0.0,10.2,0.0,10.7,0.0,6.9,0.0,2025-01-06,3
6.6,0.0,10.1,0.0,10.2,0.0,6.7,0.0,2025-01-06,4
6.5,0.0,10.3,0.0,10.0,0.0,6.5,0.0,2025-01-06,5
6.1,0.0,9.4,0.0,9.7,0.0,6.1,0.0,2025-01-06,6
5.7,0.0,10.0,0.0,9.6,0.0,6.2,0.0,2025-01-06,7
4.8,0.0,10.3,0.0,9.4,0.0,6.1,0.0,2025-01-06,8
5.3,11.0,11.9,55.0,10.6,75.0,7.7,64.0,2025-01-06,9
6.3,99.0,14.8,219.0,13.8,249.0,9.5,229.0,2025-01-06,10
7.7,203.0,17.1,379.0,17.8,412.0,11.7,382.0,2025-01-06,11
9.2,295.0,19.4,497.0,19.3,531.0,13.3,490.0,2025-01-06,12
10.9,392.0,21.4,560.0,19.6,590.0,14.9,540.0,2025-01-06,13
12.4,447.0,22.6,559.0,19.1,583.0,15.7,529.0,2025-01-06,14
13.5,406.0,23.2,492.0,18.2,512.0,16.3,456.0,2025-01-06,15
14.1,295.0,23.1,373.0,17.5,384.0,16.3,330.0,2025-01-06,16
13.6,155.0,22.0,215.0,16.3,218.0,15.1,168.0,2025-01-06,17
12.8,44.0,19.3,37.0,15.4,48.0,13.8,25.0,2025-01-06,18
12.3,0.0,17.6,0.0,14.6,0.0,12.5,0.0,2025-01-06,19
12.0,0.0,16.8,0.0,14.4,0.0,10.7,0.0,2025-01-06,20
12.2,0.0,15.4,0.0,13.9,0.0,9.3,0.0,2025-01-06,21
12.0,0.0,14.5,0.0,14.2,0.0,8.5,0.0,2025-01-06,22
11.7,0.0,14.1,0.0,13.7,0.0,7.8,0.0,2025-01-06,23
12.0,0.0,13.6,0.0,13.5,0.0,8.2,0.0,2025-01-07,0
11.8,0.0,12.7,0.0,13.3,0.0,8.6,0.0,2025-01-07,1
10.9,0.0,11.1,0.0,13.1,0.0,8.2,0.0,2025-01-07,2
10.1,0.0,9.6,0.0,13.1,0.0,8.3,0.0,2025-01-07,3
10.0,0.0,8.5,0.0,13.1,0.0,7.9,0.0,2025-01-07,4
9.7,0.0,8.2,0.0,13.4,0.0,7.8,0.0,2025-01-07,5
10.8,0.0,9.9,0.0,12.9,0.0,8.3,0.0,2025-01-07,6
10.2,0.0,10.7,0.0,13.0,0.0,9.1,0.0,2025-01-07,7
9.7,0.0,11.2,0.0,12.1,0.0,8.8,0.0,2025-01-07,8
9.3,13.0,12.7,29.0,11.9,71.0,8.8,42.0,2025-01-07,9
10.2,134.0,15.0,155.0,14.3,234.0,10.2,165.0,2025-01-07,10
11.4,287.0,17.1,204.0,17.3,385.0,11.5,331.0,2025-01-07,11
13.4,408.0,18.5,288.0,18.3,517.0,12.3,458.0,2025-01-07,12
15.4,478.0,19.5,355.0,18.1,575.0,13.1,540.0,2025-01-07,13
16.9,490.0,21.1,466.0,17.8,570.0,13.6,530.0,2025-01-07,14
17.5,442.0,22.2,486.0,17.9,501.0,13.5,469.0,2025-01-07,15
17.3,341.0,21.9,369.0,18.1,371.0,13.0,340.0,2025-01-07,16
15.9,195.0,20.8,215.0,18.1,210.0,11.9,162.0,2025-01-07,17
15.2,41.0,19.5,54.0,16.5,41.0,10.6,27.0,2025-01-07,18
13.8,0.0,17.9,0.0,16.5,0.0,9.7,0.0,2025-01-07,19
13.6,0.0,18.0,0.0,17.4,0.0,8.0,0.0,2025-01-07,20
13.5,0.0,17.4,0.0,17.7,0.0,8.0,0.0,2025-01-07,21
13.4,0.0,17.0,0.0,17.5,0.0,8.0,0.0,2025-01-07,22
13.0,0.0,16.6,0.0,16.2,0.0,6.3,0.0,2025-01-07,23
13.0,0.0,14.3,0.0,15.1,0.0,5.3,0.0,2025-01-08,0
12.2,0.0,14.8,0.0,14.7,0.0,5.2,0.0,2025-01-08,1
11.5,0.0,14.6,0.0,14.3,0.0,4.7,0.0,2025-01-08,2
11.1,0.0,13.8,0.0,14.0,0.0,5.0,0.0,2025-01-08,3
11.0,0.0,13.3,0.0,13.6,0.0,5.1,0.0,2025-01-08,4
10.0,0.0,13.6,0.0,13.3,0.0,4.1,0.0,2025-01-08,5
10.2,0.0,14.7,0.0,14.6,0.0,3.6,0.0,2025-01-08,6
9.4,0.0,14.3,0.0,14.1,0.0,3.1,0.0,2025-01-08,7
9.1,0.0,13.3,0.0,13.4,0.0,3.0,0.0,2025-01-08,8
8.8,13.0,14.1,53.0,14.3,72.0,5.5,63.0,2025-01-08,9
9.6,133.0,16.4,209.0,16.4,244.0,9.3,219.0,2025-01-08,10
11.3,265.0,17.6,385.0,18.8,414.0,11.6,361.0,2025-01-08,11
12.6,405.0,19.2,496.0,21.5,534.0,12.7,483.0,2025-01-08,12
13.4,465.0,20.6,574.0,21.7,592.0,13.7,550.0,2025-01-08,13
14.2,487.0,21.4,573.0,21.9,588.0,14.5,541.0,2025-01-08,14
14.4,440.0,22.1,509.0,22.1,521.0,15.0,471.0,2025-01-08,15
14.1,340.0,21.9,388.0,21.8,395.0,14.8,347.0,2025-01-08,16
13.3,199.0,21.4,224.0,20.6,228.0,13.3,179.0,2025-01-08,17
12.3,51.0,20.2,56.0,18.6,54.0,10.7,29.0,2025-01-08,18
11.8,0.0,18.9,0.0,17.5,0.0,9.3,0.0,2025-01-08,19
10.7,0.0,17.7,0.0,16.5,0.0,7.4,0.0,2025-01-08,20
9.4,0.0,17.4,0.0,17.2,0.0,5.9,0.0,2025-01-08,21
8.8,0.0,16.0,0.0,16.1,0.0,5.4,0.0,2025-01-08,22
8.3,0.0,13.5,0.0,14.1,0.0,5.3,0.0,2025-01-08,23
7.4,0.0,12.3,0.0,12.6,0.0,5.0,0.0,2025-01-09,0
7.1,0.0,11.1,0.0,11.9,0.0,5.2,0.0,2025-01-09,1
6.7,0.0,10.6,0.0,11.4,0.0,4.6,0.0,2025-01-09,2
6.5,0.0,9.1,0.0,10.5,0.0,5.3,0.0,2025-01-09,3
6.2,0.0,8.4,0.0,9.9,0.0,6.0,0.0,2025-01-09,4
5.5,0.0,8.0,0.0,9.1,0.0,5.7,0.0,2025-01-09,5
4.9,0.0,6.1,0.0,7.8,0.0,6.8,0.0,2025-01-09,6
5.6,0.0,6.0,0.0,7.7,0.0,6.7,0.0,2025-01-09,7
7.2,0.0,5.8,0.0,7.8,0.0,6.5,0.0,2025-01-09,8
8.5,14.0,7.6,56.0,10.3,78.0,7.8,67.0,2025-01-09,9
10.7,136.0,11.9,226.0,13.9,257.0,10.4,237.0,2025-01-09,10
13.3,290.0,15.7,393.0,17.9,426.0,12.5,394.0,2025-01-09,11
15.5,411.0,18.7,516.0,19.7,549.0,13.8,507.0,2025-01-09,12
17.4,482.0,20.5,581.0,20.3,611.0,14.4,563.0,2025-01-09,13
18.8,495.0,22.0,582.0,20.3,605.0,14.8,555.0,2025-01-09,14
19.3,447.0,23.0,519.0,19.7,534.0,15.0,482.0,2025-01-09,15
18.9,344.0,22.7,396.0,18.3,405.0,14.7,354.0,2025-01-09,16
17.7,202.0,21.2,230.0,16.9,234.0,13.5,186.0,2025-01-09,17
15.9,53.0,19.1,59.0,15.9,58.0,12.7,31.0,2025-01-09,18
15.1,0.0,17.9,0.0,14.2,0.0,11.6,0.0,2025-01-09,19
13.9,0.0,17.1,0.0,13.3,0.0,10.6,0.0,2025-01-09,20
12.9,0.0,15.6,0.0,12.9,0.0,9.6,0.0,2025-01-09,21
10.9,0.0,13.8,0.0,12.6,0.0,8.7,0.0,2025-01-09,22
9.2,0.0,12.1,0.0,15.7,0.0,7.7,0.0,2025-01-09,23
7.9,0.0,10.7,0.0,17.7,0.0,6.6,0.0,2025-01-10,0
6.9,0.0,9.7,0.0,17.7,0.0,4.8,0.0,2025-01-10,1
7.2,0.0,8.9,0.0,17.1,0.0,4.2,0.0,2025-01-10,2
7.4,0.0,8.5,0.0,16.5,0.0,3.4,0.0,2025-01-10,3
6.7,0.0,7.7,0.0,15.9,0.0,3.1,0.0,2025-01-10,4
6.3,0.0,7.0,0.0,14.8,0.0,2.8,0.0,2025-01-10,5
5.7,0.0,7.8,0.0,14.4,0.0,1.9,0.0,2025-01-10,6
5.2,0.0,7.5,0.0,13.5,0.0,1.9,0.0,2025-01-10,7
5.2,0.0,7.3,0.0,12.0,0.0,1.6,0.0,2025-01-10,8
5.4,13.0,9.1,56.0,14.6,80.0,3.0,64.0,2025-01-10,9
7.3,129.0,12.3,224.0,17.5,261.0,4.3,233.0,2025-01-10,10
9.7,277.0,14.7,388.0,19.7,429.0,5.4,391.0,2025-01-10,11
11.6,395.0,16.8,509.0,20.6,551.0,6.8,503.0,2025-01-10,12
12.9,465.0,18.4,573.0,21.3,612.0,8.7,557.0,2025-01-10,13
14.0,478.0,19.8,574.0,20.7,607.0,9.8,548.0,2025-01-10,14
14.7,433.0,20.7,512.0,19.8,535.0,10.6,476.0,2025-01-10,15
15.1,328.0,20.6,391.0,19.5,407.0,10.9,350.0,2025-01-10,16
14.5,195.0,18.7,228.0,18.0,236.0,10.7,185.0,2025-01-10,17
13.2,54.0,17.3,60.0,16.1,60.0,10.0,32.0,2025-01-10,18
12.1,0.0,15.3,0.0,15.4,0.0,9.2,0.0,2025-01-10,19
10.8,0.0,14.1,0.0,14.9,0.0,8.3,0.0,2025-01-10,20
10.2,0.0,13.6,0.0,13.8,0.0,7.5,0.0,2025-01-10,21
9.2,0.0,13.0,0.0,13.0,0.0,6.9,0.0,2025-01-10,22
8.6,0.0,12.5,0.0,12.5,0.0,6.7,0.0,2025-01-10,23
8.2,0.0,11.6,0.0,11.7,0.0,6.4,0.0,2025-01-11,0
7.5,0.0,11.1,0.0,10.5,0.0,6.3,0.0,2025-01-11,1
7.1,0.0,10.6,0.0,9.7,0.0,6.0,0.0,2025-01-11,2
7.1,0.0,10.3,0.0,8.9,0.0,5.5,0.0,2025-01-11,3
7.6,0.0,10.3,0.0,8.9,0.0,4.7,0.0,2025-01-11,4
8.3,0.0,10.3,0.0,9.0,0.0,4.1,0.0,2025-01-11,5
9.2,0.0,9.8,0.0,7.7,0.0,4.6,0.0,2025-01-11,6
8.9,0.0,9.5,0.0,7.8,0.0,6.0,0.0,2025-01-11,7
8.2,0.0,8.8,0.0,7.7,0.0,5.1,0.0,2025-01-11,8
8.1,14.0,9.4,57.0,10.0,78.0,6.2,66.0,2025-01-11,9
9.5,140.0,11.3,225.0,13.1,256.0,10.0,236.0,2025-01-11,10
10.9,296.0,13.2,391.0,15.6,424.0,11.5,399.0,2025-01-11,11
12.6,419.0,15.2,515.0,16.7,546.0,12.6,515.0,2025-01-11,12
14.0,491.0,17.1,581.0,17.3,608.0,13.6,572.0,2025-01-11,13
15.0,506.0,19.0,581.0,17.6,603.0,14.1,564.0,2025-01-11,14
15.5,461.0,20.3,518.0,17.7,533.0,14.0,491.0,2025-01-11,15
15.5,358.0,20.7,396.0,17.3,406.0,13.2,362.0,2025-01-11,16
14.6,213.0,19.5,233.0,16.6,237.0,11.7,194.0,2025-01-11,17
13.8,60.0,17.2,62.0,14.8,61.0,11.3,34.0,2025-01-11,18
12.7,0.0,15.5,0.0,13.8,0.0,10.6,0.0,2025-01-11,19
11.8,0.0,14.8,0.0,13.2,0.0,9.8,0.0,2025-01-11,20
10.8,0.0,14.3,0.0,12.1,0.0,9.0,0.0,2025-01-11,21
10.3,0.0,13.8,0.0,12.1,0.0,8.5,0.0,2025-01-11,22
9.9,0.0,12.5,0.0,12.2,0.0,7.7,0.0,2025-01-11,23
8.8,0.0,10.7,0.0,11.5,0.0,6.6,0.0,2025-01-12,0
7.9,0.0,10.0,0.0,10.3,0.0,5.2,0.0,2025-01-12,1
7.8,0.0,10.5,0.0,10.4,0.0,4.1,0.0,2025-01-12,2
7.5,0.0,8.7,0.0,9.5,0.0,3.1,0.0,2025-01-12,3
6.8,0.0,7.5,0.0,9.3,0.0,2.4,0.0,2025-01-12,4
6.3,0.0,6.9,0.0,8.9,0.0,2.1,0.0,2025-01-12,5
6.6,0.0,7.1,0.0,7.6,0.0,2.4,0.0,2025-01-12,6
6.3,0.0,6.5,0.0,7.8,0.0,1.6,0.0,2025-01-12,7
5.9,0.0,6.0,0.0,6.9,0.0,0.8,0.0,2025-01-12,8
5.9,15.0,7.6,59.0,9.2,80.0,3.1,68.0,2025-01-12,9
7.6,140.0,11.1,231.0,12.5,262.0,6.1,239.0,2025-01-12,10
9.7,296.0,14.1,399.0,15.8,431.0,8.1,398.0,2025-01-12,11
11.8,420.0,16.8,523.0,17.3,555.0,9.3,512.0,2025-01-12,12
13.8,491.0,18.6,588.0,17.8,618.0,10.1,568.0,2025-01-12,13
14.7,506.0,19.8,589.0,17.7,613.0,10.7,560.0,2025-01-12,14
15.2,459.0,20.3,525.0,17.6,542.0,10.7,489.0,2025-01-12,15
14.9,357.0,20.3,403.0,17.1,415.0,10.2,362.0,2025-01-12,16
14.0,214.0,19.0,237.0,16.3,244.0,9.4,195.0,2025-01-12,17
12.7,61.0,16.2,65.0,14.6,65.0,8.2,35.0,2025-01-12,18
11.2,0.0,13.9,0.0,13.3,0.0,6.8,0.0,2025-01-12,19
10.3,0.0,13.3,0.0,12.6,0.0,5.7,0.0,2025-01-12,20
9.5,0.0,12.4,0.0,11.9,0.0,4.2,0.0,2025-01-12,21
7.8,0.0,10.8,0.0,11.5,0.0,3.2,0.0,2025-01-12,22
6.1,0.0,9.2,0.0,11.0,0.0,2.3,0.0,2025-01-12,23
5.9,0.0,7.8,0.0,10.1,0.0,1.8,0.0,2025-01-13,0
6.5,0.0,7.1,0.0,9.3,0.0,1.4,0.0,2025-01-13,1
6.1,0.0,6.1,0.0,8.6,0.0,1.1,0.0,2025-01-13,2
5.7,0.0,5.3,0.0,8.0,0.0,1.0,0.0,2025-01-13,3
5.0,0.0,4.7,0.0,7.7,0.0,0.8,0.0,2025-01-13,4
4.7,0.0,5.3,0.0,7.3,0.0,0.6,0.0,2025-01-13,5
4.9,0.0,7.2,0.0,7.0,0.0,0.5,0.0,2025-01-13,6
5.6,0.0,7.0,0.0,7.0,0.0,-0.1,0.0,2025-01-13,7
5.4,0.0,6.2,0.0,7.0,0.0,-0.2,0.0,2025-01-13,8
5.9,15.0,7.6,58.0,8.5,80.0,1.8,68.0,2025-01-13,9
7.4,140.0,11.1,228.0,11.5,261.0,4.8,240.0,2025-01-13,10
9.4,296.0,14.1,394.0,15.4,429.0,7.4,401.0,2025-01-13,11
11.8,420.0,16.2,518.0,17.9,551.0,9.1,516.0,2025-01-13,12
13.7,494.0,17.9,585.0,18.7,614.0,9.9,573.0,2025-01-13,13
14.6,505.0,18.9,589.0,18.5,611.0,10.7,567.0,2025-01-13,14
14.9,457.0,19.5,529.0,18.3,543.0,11.1,496.0,2025-01-13,15
14.7,359.0,19.5,408.0,17.9,416.0,10.9,368.0,2025-01-13,16
13.9,216.0,18.9,243.0,17.5,244.0,9.9,200.0,2025-01-13,17
12.6,63.0,16.5,68.0,14.7,66.0,8.1,37.0,2025-01-13,18
11.2,0.0,15.4,0.0,13.4,0.0,6.6,0.0,2025-01-13,19
10.0,0.0,13.5,0.0,12.5,0.0,5.4,0.0,2025-01-13,20
9.5,0.0,11.7,0.0,11.8,0.0,4.2,0.0,2025-01-13,21
8.7,0.0,10.3,0.0,11.3,0.0,3.5,0.0,2025-01-13,22
7.7,0.0,9.6,0.0,10.6,0.0,3.0,0.0,2025-01-13,23
6.4,0.0,8.4,0.0,10.0,0.0,2.5,0.0,2025-01-14,0
5.8,0.0,7.1,0.0,8.5,0.0,2.3,0.0,2025-01-14,1
4.8,0.0,6.2,0.0,7.6,0.0,2.1,0.0,2025-01-14,2
4.4,0.0,6.2,0.0,7.2,0.0,2.0,0.0,2025-01-14,3
3.8,0.0,6.0,0.0,6.4,0.0,1.7,0.0,2025-01-14,4
3.5,0.0,5.5,0.0,5.9,0.0,1.3,0.0,2025-01-14,5
3.1,0.0,4.3,0.0,5.7,0.0,0.4,0.0,2025-01-14,6
2.9,0.0,3.3,0.0,5.1,0.0,0.5,0.0,2025-01-14,7
2.6,0.0,2.8,0.0,4.6,0.0,0.4,0.0,2025-01-14,8
2.8,14.0,4.5,58.0,7.9,81.0,1.9,68.0,2025-01-14,9
4.8,136.0,8.7,228.0,11.5,264.0,3.6,239.0,2025-01-14,10
7.1,288.0,11.4,394.0,15.6,433.0,5.2,399.0,2025-01-14,11
9.0,411.0,14.2,518.0,18.8,557.0,6.9,515.0,2025-01-14,12
10.6,484.0,16.3,585.0,19.9,619.0,7.4,571.0,2025-01-14,13
11.8,501.0,18.0,589.0,20.3,616.0,8.0,564.0,2025-01-14,14
12.7,457.0,19.1,528.0,19.9,549.0,8.7,493.0,2025-01-14,15
12.9,357.0,18.8,407.0,19.0,423.0,8.8,367.0,2025-01-14,16
12.5,212.0,17.4,243.0,17.9,251.0,7.9,200.0,2025-01-14,17
11.4,65.0,15.0,69.0,17.4,70.0,5.9,39.0,2025-01-14,18
10.1,0.0,13.3,0.0,16.9,0.0,5.1,0.0,2025-01-14,19
9.1,0.0,12.6,0.0,16.0,0.0,4.3,0.0,2025-01-14,20
8.2,0.0,11.3,0.0,13.3,0.0,3.8,0.0,2025-01-14,21
7.5,0.0,10.3,0.0,11.6,0.0,4.1,0.0,2025-01-14,22
6.9,0.0,9.7,0.0,11.0,0.0,4.2,0.0,2025-01-14,23
6.4,0.0,9.4,0.0,10.4,0.0,3.9,0.0,2025-01-15,0
5.9,0.0,8.8,0.0,9.7,0.0,2.9,0.0,2025-01-15,1
5.4,0.0,8.7,0.0,9.1,0.0,2.6,0.0,2025-01-15,2
